date,adj_close
10/28/1988,278.53
10/31/1988,278.97
11/1/1988,279.06
11/2/1988,279.06
11/3/1988,279.2
11/4/1988,276.31
11/7/1988,273.93
11/8/1988,275.15
11/9/1988,273.33
11/10/1988,273.69
11/11/1988,267.92
11/14/1988,267.72
11/15/1988,268.34
11/16/1988,263.82
11/17/1988,264.6
11/18/1988,266.47
11/21/1988,266.22
11/22/1988,267.21
11/23/1988,269
11/24/1988,269
11/25/1988,267.23
11/28/1988,268.64
11/29/1988,270.91
11/30/1988,273.7
12/1/1988,272.49
12/2/1988,271.81
12/5/1988,274.93
12/6/1988,277.59
12/7/1988,278.13
12/8/1988,276.57
12/9/1988,277.03
12/12/1988,276.52
12/13/1988,276.31
12/14/1988,275.31
12/15/1988,274.28
12/16/1988,276.29
12/19/1988,278.91
12/20/1988,277.47
12/21/1988,277.38
12/22/1988,276.87
12/23/1988,277.87
12/26/1988,277.87
12/27/1988,276.83
12/28/1988,277.08
12/29/1988,279.4
12/30/1988,277.72
